房子标题,小区名字,小区地址,相关信息,房价总价/万,每平方价格
高楼层采光好.户型通透.随时看房,万科里城 ,坂田,2室1厅 | 69.86平米 | 西 | 精装 | 高楼层(共18层) | 2010年建 | 板塔结合,518,74149
坂田地铁口东南向大三房，看花园位置安静，保养好,万科里城 ,坂田,3室2厅 | 89.13平米 | 南 | 精装 | 低楼层(共26层) | 2011年建 | 板塔结合,690,77416
中洲二期 高楼层 望灵芝公园 视野开阔,中洲华府 ,新安,3室2厅 | 117.05平米 | 南 | 精装 | 高楼层(共30层) | 2015年建 | 板塔结合,1360,116190
户型格局方正，3条地铁线，交通方便，百仕达商圈,旭飞华达园 ,百仕达,2室1厅 | 57.25平米 | 东南 | 精装 | 24层 | 2002年建 | 塔楼,320,55896
进门是双层入户带阁楼，业主诚心卖,万科第五园三期 ,坂田,4室1厅 | 82.72平米 | 东南 | 精装 | 中楼层(共19层) | 2007年建 | 塔楼,570,68908
精装两房，满五年唯一红本，税费少，业主诚心出售。,荣超花园 ,布吉关,2室1厅 | 49平米 | 东南 | 简装 | 高楼层(共23层) | 2000年建 | 板塔结合,194,39592
半山大三房105平 高楼层 户型方正 带固定车位 带阁楼,万科金色半山 ,坂田,3室1厅 | 105平米 | 南 | 精装 | 高楼层(共20层) | 2011年建 | 板楼,700,66667
不受新政限制 满五唯一 南北通透 客厅出阳台  欠款少,保利上城 ,龙岗中心城,3室2厅 | 88.1平米 | 南 北 | 精装 | 中楼层(共33层) | 2014年建 | 塔楼,518,58797
满⑤唯①，新政影响不大，无增值税，无个税，东南向,玉湖湾 ,碧海,3室1厅 | 75.43平米 | 东南 | 简装 | 中楼层(共10层) | 2011年建 | 板塔结合,780,103408
景观视野好，主卧看高尔夫景观可以做4房，诚心出售。,京基御景东方 ,红树湾,4室2厅 | 150.78平米 | 西北 | 简装 | 低楼层(共33层) | 2007年建 | 塔楼,1500,99483
此房业主诚心出售，方正小两房，厅出阳台，南向,润恒大厦 ,福田中心,2室1厅 | 58.14平米 | 南 | 简装 | 低楼层(共28层) | 2004年建 | 板塔结合,420,72240
高层双阳台4+1房高使用率，视野开阔看公园，换房急售,城市绿洲花园 ,华强北,4室2厅 | 152.48平米 | 南 | 精装 | 高楼层(共16层) | 2002年建 | 塔楼,1550,101653
正规大量两房户型，满五唯一，税费少，看房方便,桃源居十二区 ,桃源居,2室1厅 | 81.64平米 | 南 | 简装 | 低楼层(共15层) | 2005年建 | 塔楼,505,61857
E区5栋3单元  南北向很安静  看山看湖,星河丹堤 ,梅林关,5室2厅 | 268.52平米 | 西南 | 毛坯 | 低楼层(共28层) | 2008年建 | 板塔结合,2080,77462
视野开阔，楼层位置佳，舒适安静,佳兆业上品雅园 ,坂田,3室2厅 | 87.37平米 | 东北 | 精装 | 中楼层(共31层) | 2010年建 | 塔楼,750,85842
东西双阳台的三房 花园社区 近前海,向南西海花园 ,南山中心,3室2厅 | 100.65平米 | 南 | 简装 | 17层 | 2002年建 | 塔楼,850,84452
满五唯一钻石两房，视野佳，通风足，采光好，总价低,丽湖花园二期 ,布吉水径,2室1厅 | 52.38平米 | 东南 | 简装 | 高楼层(共8层) | 1999年建 | 板塔结合,190,36274
满五年唯一 精装修 桂芳园五期高层2房 看房随时方便,桂芳园五期 ,布吉大芬,2室2厅 | 69.32平米 | 西北 | 精装 | 高楼层(共11层) | 2003年建 | 板塔结合,,47534
东南向，高楼层，视野开阔，采光通风好的大两房,碧海富通城二期 ,碧海,2室1厅 | 75.67平米 | 东南 | 精装 | 高楼层(共11层) | 2007年建 | 板塔结合,615,81274
此房满五年税费少 高楼层 朝南2房 实用率高,信义假日名城博雅园 ,布吉关,2室1厅 | 67.91平米 | 南 | 精装 | 低楼层(共11层) | 2003年建 | 塔楼,368,54190
此房满五年，业主诚心出售，地铁口物业,御锦公馆 ,梅林,1室0厅 | 28.75平米 | 东南 | 精装 | 高楼层(共30层) | 2013年建 | 塔楼,166,57740
一手业主 满五年唯一住房 红本在手 安静 采光通风好,松坪村东区三期 ,科技园,2室1厅 | 60.45平米 | 北 | 精装 | 低楼层(共34层) | 2012年建 | 塔楼,540,89331
户型方正3房2卫 楼层好 采光通透 满五唯一 诚心卖,高发佳苑 ,石厦,3室1厅 | 107.05平米 | 东南 | 简装 | 高楼层(共16层) | 2001年建 | 板塔结合,728,68006
中海小三房，满5唯一，低楼层，南向看花园,中海怡翠山庄三期 ,布吉水径,2室2厅 | 71.3平米 | 南 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,329,46144
业主诚心卖，看房方便，采光通风，新小区单证大四房,桃源居十六区 ,桃源居,4室2厅 | 148.23平米 | 南 | 精装 | 低楼层(共20层) | 2009年建 | 板楼,750,50598
业主诚心卖，满2年精装修，看房提前预约,皇御苑四期 ,皇岗,2室1厅 | 51.72平米 | 东北 | 精装 | 中楼层(共30层) | 2012年建 | 板塔结合,430,83140
中海西岸华府 花园中间两室两厅 住家安静,中海西岸华府北区 ,松岗,2室2厅 | 87.67平米 | 东南 | 精装 | 中楼层(共17层) | 2007年建 | 板塔结合,418,47679
龙珠花园实用两房业主诚心出售，满五唯一，红本在手。,龙珠花园A区 ,布吉关,2室1厅 | 52.42平米 | 东北 | 精装 | 高楼层(共29层) | 1998年建 | 板塔结合,240,45785
双地铁2+1房，小区空中花园，居家自住装修，满五唯一,俊景园 ,西乡,2室2厅 | 84.91平米 | 西北 | 精装 | 低楼层(共23层) | 2008年建 | 板塔结合,470,55353
满五唯一，出行方便，刚需房源，朝南户型好，换房急卖,中房怡芬花园 ,布吉大芬,2室1厅 | 58.38平米 | 西北 | 简装 | 中楼层(共8层) | 1997年建 | 塔楼,248,42481
地铁口物业，封闭式花园，2007年楼龄，大阳台三房,景源华庭 ,皇岗,3室1厅 | 98.9平米 | 北 | 精装 | 中楼层(共30层) | 2007年建 | 板塔结合,800,80890
近坂银隧道 118平四房 满五唯一 诚心出售,诺德中央道 ,坂田,4室2厅 | 118.83平米 | 东南 | 精装 | 低楼层(共33层) | 2014年建 | 板楼,625,52597
朝南看花园三房，精装修适合住家，业主诚心出售,麟恒中心广场二期 ,横岗,3室2厅 | 88.76平米 | 西南 | 简装 | 低楼层(共30层) | 2016年建 | 板塔结合,420,47319
中电大院 2室1厅 358万,中电大院 ,华强南,2室1厅 | 50.54平米 | 南 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,358,70835
中翠花园满五年 唯一 东南朝向的两房急售,中翠花园 ,布吉大芬,2室2厅 | 68.85平米 | 东南 | 简装 | 中楼层(共11层) | 2004年建 | 板塔结合,328,47640
花城中间楼层，看小区园林位置安静，双地铁物业,万科四季花城二期 ,坂田,3室2厅 | 85.47平米 | 东 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,520,60841
地铁口物业 户型方正 通风采光好 实用两房,紫光名苑 ,皇岗,2室1厅 | 60.53平米 | 南 | 精装 | 高楼层(共31层) | 2002年建 | 塔楼,520,85908
双地铁口次新小区，央企品质，统一精装，居住环境舒适,中粮天悦壹号 ,新安,3室2厅 | 89.17平米 | 西南 | 精装 | 高楼层(共45层) | 2017年建 | 板塔结合,1318,147808
此房子满5年唯一红本在手 随时可以看房,佳兆业城市广场三期 ,坂田,3室2厅 | 88.76平米 | 东南 | 精装 | 低楼层(共46层) | 2015年建 | 板塔结合,650,73232
年轻时尚三居室，落地大飘窗，采光视野好！！,诺德中央道 ,坂田,3室2厅 | 88.35平米 | 东南 | 精装 | 高楼层(共33层) | 2014年建 | 板楼,530,59989
万象汇楼上 金御半山三期四房  南北通透  厅出阳台,信义金御半山三期 ,布吉关,4室2厅 | 89.17平米 | 南 北 | 精装 | 中楼层(共39层) | 2017年建 | 板塔结合,750,84110
龙园大2房满五唯一红本在手费用少,龙园山庄 ,清水河,2室1厅 | 69.12平米 | 南 | 精装 | 中楼层(共8层) | 1999年建 | 板塔结合,333,48178
中航阳光新苑 2室2厅 505万,中航阳光新苑 ,梅林关,2室2厅 | 67.72平米 | 西南 | 精装 | 中楼层(共6层) | 2005年建 | 板塔结合,505,74572
碧海名园精装复式三房 满5年 业主诚心出售！,碧海名园 ,西乡,3室2厅 | 65.32平米 | 东南 | 精装 | 低楼层(共11层) | 2005年建 | 板塔结合,510,78078
畔山御景花园地铁口大三房  层视野采光好,畔山御景花园 ,松岗,3室2厅 | 86.07平米 | 西南 | 毛坯 | 低楼层(共28层) | 2010年建 | 板塔结合,340,39503
花语岸  南向（二居室），满五非唯一 近华润万家超市,花语岸 ,布吉街,2室1厅 | 65.57平米 | 南 | 精装 | 中楼层(共26层) | 2010年建 | 塔楼,360,54904
业主诚意卖房，3房1卫，得房高,万豪御景苑 ,前海,3室1厅 | 64.91平米 | 南 | 简装 | 中楼层(共17层) | 2011年建 | 塔楼,760,117086
满五唯一 安静看花园 精装修 拎包入住,云海天城 ,后海,2室2厅 | 75.92平米 | 西南 | 精装 | 低楼层(共34层) | 2004年建 | 塔楼,749,98657
风和日丽 3室2厅 455万,风和日丽 ,龙华新区,3室2厅 | 90.69平米 | 南 | 精装 | 低楼层(共8层) | 2002年建 | 塔楼,455,50171
少有户型，诚心出售，外部大飘窗,旭飞花园 ,八卦岭,1室1厅 | 37.01平米 | 东 | 简装 | 低楼层(共28层) | 2000年建 | 板塔结合,340,91868
此房满两年 业主诚心出售 东南朝向；户型方正,深业东岭 ,黄贝岭,2室1厅 | 68.31平米 | 东南 | 精装 | 中楼层(共38层) | 2018年建 | 塔楼,,80296
麟恒二期精装三房，满五唯一税费少，诚心出售,麟恒中心广场二期 ,横岗,3室2厅 | 89.24平米 | 西南 | 精装 | 高楼层(共30层) | 2016年建 | 板塔结合,438,49082
带入户，正出阳台，北欧风精装修,佳兆业城市广场一期 ,坂田,3室2厅 | 88.26平米 | 东北 | 精装 | 低楼层(共48层) | 2013年建 | 板塔结合,735,83277
精装修北欧简约风格，高楼层采光,平吉上苑 ,平湖,3室2厅 | 74.88平米 | 西 | 精装 | 高楼层(共31层) | 2015年建 | 板塔结合,408,54488
城广三房两卫  朝南安静看花园,佳兆业城市广场一期 ,坂田,3室2厅 | 87.63平米 | 南 | 精装 | 低楼层(共48层) | 2013年建 | 板塔结合,655,74747
超高楼层 诚心卖  有钥匙随时看,朗晴馨洲 ,新洲,3室1厅 | 80.4平米 | 东南 | 简装 | 高楼层(共32层) | 2003年建 | 板塔结合,580,72140
盐田区政府地铁口物业单价仅3.3万107平大三房，满五年,海都花园 ,沙头角,3室1厅 | 107平米 | 东北 | 简装 | 低楼层(共27层) | 1997年建 | 板塔结合,356,33272
华润城中间层，自住装修实木地板，前无遮挡视野开阔,华润城润府一期 ,科技园,3室1厅 | 88.19平米 | 西北 | 精装 | 53层 | 2016年建 | 板塔结合,1680,190498
位置安静，红本在手！看小区花园。,桃源村二期 ,西丽,3室2厅 | 91.58平米 | 东北 | 简装 | 低楼层(共19层) | 1999年建 | 塔楼,585,63879
桃园地铁口 东南向 户型方正  配套成熟,如意家园 ,南头,3室1厅 | 91.98平米 | 西南 | 精装 | 低楼层(共18层) | 2002年建 | 板塔结合,770,83714
鸿荣源大社区 东南向大两房 满五唯一红本在手,鸿景园 ,新安,2室1厅 | 81平米 | 东南 | 简装 | 中楼层(共19层) | 2005年建 | 塔楼,728,89877
绿景虹湾 3室1厅 748万,绿景虹湾 ,梅林,3室1厅 | 74.09平米 | 西南 | 精装 | 低楼层(共46层) | 2015年建 | 塔楼,748,100959
润府一期83平2房，高层百万装修，红本业主诚售！,华润城润府一期 ,科技园,2室2厅 | 83.74平米 | 西北 | 精装 | 39层 | 2016年建 | 板塔结合,1588,189635
业主诚意出售，优质三房，看房方便,荔林春晓 ,南头,3室2厅 | 109.84平米 | 北 | 简装 | 中楼层(共21层) | 2003年建 | 板塔结合,1400,127459
桂芳园五期 3室2厅 395万,桂芳园五期 ,布吉大芬,3室2厅 | 90.86平米 | 西北 | 精装 | 中楼层(共15层) | 2003年建 | 板塔结合,395,43474
"深高北 满五唯一，高楼层采光好,视野开阔,诚意出售！",汇龙湾 ,红山,4室2厅 | 116.5平米 | 南 北 | 精装 | 高楼层(共33层) | 2014年建 | 塔楼,1450,124464
隆盛花园大三房 满五唯一红本在手 税费少,隆盛花园 ,横岗,3室2厅 | 96.22平米 | 东南 | 简装 | 中楼层(共10层) | 2002年建 | 板塔结合,325,33777
"大花园社区,小区密度低,住家氛围浓厚,业主有心卖!",碧海富通城四期 ,碧海,2室1厅 | 78.74平米 | 西南 | 精装 | 中楼层(共20层) | 2009年建 | 塔楼,670,85091
国贸两房一厅，交通便利，诚心放卖,金城大厦 ,春风路,2室1厅 | 37.17平米 | 北 | 简装 | 中楼层(共23层) | 1984年建 | 板塔结合,171,46005
东南西北通，精典户型，满五，红本，高层视野开阔,中信红树湾南区 ,红树湾,4室1厅 | 170.26平米 | 东南 | 精装 | 高楼层(共32层) | 2005年建 | 塔楼,2650,155645
地铁口小区物业，满五唯一红本在手，正规大三房,宝安山庄 ,松岗,3室2厅 | 88.68平米 | 南 | 简装 | 中楼层(共7层) | 2001年建 | 板塔结合,360,40596
14号线布吉石芽岭头 电梯大3房朝南，业主诚意出售,中海怡瑞山居 ,布吉石芽岭,3室1厅 | 92.49平米 | 南 | 精装 | 低楼层(共29层) | 2007年建 | 塔楼,372,40221
小区目前性比价高，独门独户，空置中,中海康城国际一期 ,大运新城,2室1厅 | 65.77平米 | 北 | 精装 | 低楼层(共32层) | 2011年建 | 塔楼,336,51088
宝能城花园 四居室 五号线 塘朗站,宝能城 ,大学城,4室2厅 | 92.63平米 | 南 | 精装 | 低楼层(共47层) | 2016年建 | 塔楼,1350,145742
此房户型好，看花园位置，中间楼层，视野好,万科金域华府 ,梅林关,3室1厅 | 89平米 | 东南 | 精装 | 低楼层(共34层) | 2010年建 | 塔楼,880,98877
满五唯一红本 3号线地铁口 带幼儿园和游泳池 宜居小区,中兆花园 ,布吉大芬,2室1厅 | 70.08平米 | 东南 | 精装 | 中楼层(共22层) | 2001年建 | 板塔结合,275,39241
TCL雅馨居 满五年 高楼层方正两房 安静舒适 采光通透,TCL雅馨居 ,地王,2室1厅 | 55.38平米 | 北 | 精装 | 中楼层(共29层) | 2002年建 | 塔楼,350,63200
福莲南区低楼层，南北朝向，安静位置，红本在手,福莲花园 ,莲花,3室2厅 | 93.61平米 | 南 | 简装 | 低楼层(共6层) | 1991年建 | 板塔结合,845,90269
满五唯一正规三房，户型方正采光好，东南朝向楼层适中,裕华花园 ,翻身,3室2厅 | 83.54平米 | 东南 | 简装 | 中楼层(共8层) | 1997年建 | 板塔结合,485,58057
东帝海景家园 3室2厅 1220万,东帝海景家园 ,蛇口,3室2厅 | 113.9平米 | 西南 | 精装 | 高楼层(共17层) | 2004年建 | 塔楼,1220,107112
此房满五唯一红本在手，户型方正通透，旁边正在建地铁,新龙岗花园 ,龙岗中心城,2室1厅 | 62.15平米 | 东南 | 精装 | 高楼层(共9层) | 2004年建 | 塔楼,238,38295
城市明珠精致两房 中间位中高层 朝南看花园 金地物业,劲力城市明珠 ,龙华中心,2室1厅 | 64.95平米 | 东南 | 精装 | 中楼层(共22层) | 2007年建 | 板塔结合,399,61432
星座大厦    住宅 诚心出售  东南朝向视野好,星座大厦 ,石厦,1室1厅 | 49.78平米 | 东南 | 精装 | 高楼层(共33层) | 2005年建 | 塔楼,528,106067
满五年，红本，精美装修，诚心出售,桃苑公寓 ,南头,2室0厅 | 57.88平米 | 南 | 简装 | 中楼层(共16层) | 1993年建 | 板塔结合,390,67381
精装修地铁口物业 ， 朝南看花园高楼层视野无遮挡,满京华喜悦里 ,龙岗双龙,3室1厅 | 69.75平米 | 东南 | 精装 | 高楼层(共32层) | 2014年建 | 塔楼,352,50466
方正三房，大客厅，大卧室，大阳台，通风采光佳。,龙华花半里花园 ,龙华中心,3室1厅 | 88.3平米 | 东南 | 精装 | 33层 | 2012年建 | 塔楼,500,56626
大四房，满五，空置，看房方便，业主诚心,万科蛇口公馆 ,蛇口,4室1厅 | 126.58平米 | 西南 | 精装 | 高楼层(共34层) | 2019年建 | 塔楼,1600,126403
正规2房总价低 业主靠谱卖 电梯户数少 交通配套成熟,福临苑 ,南头,2室1厅 | 57.77平米 | 西 | 精装 | 高楼层(共21层) | 2004年建 | 板塔结合,515,89147
福园小区 南北通 双卫 满五 红本在手 准电梯房,福园小区 ,龙岗中心城,3室2厅 | 98.03平米 | 南 | 精装 | 中楼层(共7层) | 1999年建 | 板塔结合,389,39682
"福外正规大三房，诚心出售,近地铁口，交通便利",馨庭苑 ,香梅北,3室1厅 | 133.96平米 | 南 | 简装 | 中楼层(共16层) | 2003年建 | 板楼,1350,100777
此房业主诚心出售，满五不唯一，欠款少,四海公寓 ,蛇口,2室1厅 | 64.11平米 | 西北 | 精装 | 中楼层(共33层) | 2009年建 | 塔楼,705,109968
住宅性质70年产权 近地铁口交通便利 高楼层 采光充足,吉信大厦 ,布吉街,2室1厅 | 81.48平米 | 东北 | 精装 | 高楼层(共28层) | 1999年建 | 板塔结合,250,30683
御景华城大两房 满五唯一 光线好,京基御景华城 ,赤尾,2室2厅 | 67.36平米 | 东北 | 精装 | 低楼层(共34层) | 2005年建 | 板塔结合,490,72744
总价低的精装两房户型，业主诚心放卖,白金酒店公寓 ,新安,2室1厅 | 37.32平米 | 西南 | 精装 | 低楼层(共32层) | 2005年建 | 板楼,322,86281
桂芳园二期  两房  安静舒适  满五唯一,桂芳园二期 ,布吉大芬,2室1厅 | 68.56平米 | 北 | 精装 | 中楼层(共11层) | 2002年建 | 板塔结合,325,47404
"荔山公馆高层三房 户型方正,业主诚心出售 看房方便",信义荔山公馆 ,布吉关,3室1厅 | 112.08平米 | 东南 | 精装 | 高楼层(共29层) | 2009年建 | 板塔结合,610,54426
